date,price,camera_id
63,1.046445476566146,2
71,1.046445476566146,2
201,1.046445476566146,2
208,1.046445476566146,2
216,1.046445476566146,2
224,1.046445476566146,2
232,1.046445476566146,2
239,1.046445476566146,2
247,1.046445476566146,2
255,1.046445476566146,2
263,1.046445476566146,2
269,1.046445476566146,2
277,1.046445476566146,2
285,1.046445476566146,2
293,1.046445476566146,2
300,1.046445476566146,2
308,1.046445476566146,2
316,1.046445476566146,2
324,1.046445476566146,2
330,1.046445476566146,2
338,1.046445476566146,2
346,1.046445476566146,2
354,1.046445476566146,2
361,1.046445476566146,2
369,1.046445476566146,2
377,1.046445476566146,2
385,1.046445476566146,2
392,1.046445476566146,2
400,1.0086446365474788,2
408,1.0109780217338162,2
416,1.0109780217338162,2
420,1.0109780217338162,2
428,1.0097335496344364,2
436,1.0109780217338162,2
444,1.0109780217338162,2
451,1.0161114691437587,2
459,1.0109780217338162,2
467,1.0109780217338162,2
475,1.0109780217338162,2
481,1.0109780217338162,2
489,1.0108224627213938,2
497,0.9629102868952644,2
505,0.8778195071001578,2
512,1.0109780217338162,2
520,1.0109780217338162,2
528,1.0109780217338162,2
536,1.0109780217338162,2
542,1.0109780217338162,2
550,1.0109780217338162,2
558,1.0109780217338162,2
566,1.0109780217338162,2
573,0.993088735305229,2
581,0.9728660636903043,2
589,1.0109780217338162,2
597,1.0052223382741838,2
604,1.0109780217338162,2
612,1.0109780217338162,2
620,1.0109780217338162,2
628,1.0109780217338162,2
634,0.9954221204915665,2
642,0.9954221204915665,2
650,1.0109780217338162,2
658,1.0109780217338162,2
665,1.0109780217338162,2
673,1.0109780217338162,2
681,0.992155381230694,2
689,0.9657103491188693,2
695,1.0109780217338162,2
854,1.0109780217338162,2
862,1.0109780217338162,2
870,1.0109780217338162,2
877,1.0109780217338162,2
885,1.0109780217338162,2
893,1.0109780217338162,2
901,1.0109780217338162,2
907,1.0109780217338162,2
915,1.0109780217338162,2
923,1.0109780217338162,2
931,1.0109780217338162,2
938,1.0109780217338162,2
946,1.0109780217338162,2
954,1.0109780217338162,2
962,1.0109780217338162,2
969,1.0109780217338162,2
977,1.0109780217338162,2
985,1.0109780217338162,2
993,1.0109780217338162,2
1023,1.0109780217338162,2
1030,1.0109780217338162,2
1038,1.0109780217338162,2
1046,1.0109780217338162,2
1054,1.0109780217338162,2
1060,1.0109780217338162,2
1091,1.0109780217338162,2
1099,1.0109780217338162,2
1107,1.0109780217338162,2
1115,1.0109780217338162,2
1122,1.0109780217338162,2
1130,1.0109780217338162,2
1138,1.0109780217338162,2
1146,1.0109780217338162,2
1150,1.0109780217338162,2
1158,1.0109780217338162,2
1166,0.9331985155225672,2
1174,0.9331985155225672,2
1181,1.0109780217338162,2
1189,1.0109780217338162,2
1197,1.0109780217338162,2
1205,1.0109780217338162,2
1211,1.0109780217338162,2
1219,1.0109780217338162,2
1227,1.0109780217338162,2
1235,1.0109780217338162,2
1242,1.0109780217338162,2
1250,1.0109780217338162,2
1258,1.0109780217338162,2
1266,1.0109780217338162,2
1272,1.0109780217338162,2
1280,1.0109780217338162,2
1288,1.0109780217338162,2
1296,1.0109780217338162,2
1303,1.0109780217338162,2
1311,1.0109780217338162,2
1319,1.0109780217338162,2
1327,1.0109780217338162,2
1334,1.0109780217338162,2
1342,1.0109780217338162,2
1350,1.0109780217338162,2
1358,1.0109780217338162,2
1364,1.0109780217338162,2
1372,1.0109780217338162,2
1380,1.0109780217338162,2
1388,1.0109780217338162,2
1395,1.0109780217338162,2
1403,1.0109780217338162,2
1411,1.0109780217338162,2
1419,1.0109780217338162,2
1425,1.0109780217338162,2
1433,1.0109780217338162,2
1441,1.0109780217338162,2
1449,1.0109780217338162,2
1456,1.0109780217338162,2
1464,1.0109780217338162,2
1472,1.0109780217338162,2
1480,1.0109780217338162,2
1487,1.0109780217338162,2
1495,1.0109780217338162,2
1503,1.0109780217338162,2
1547,1.0109780217338162,2
1555,1.0109780217338162,2
1563,1.0109780217338162,2
1571,1.0109780217338162,2
1577,1.0109780217338162,2
1585,1.0109780217338162,2
1593,1.0109780217338162,2
1601,1.0109780217338162,2
1608,1.0109780217338162,2
1616,1.0109780217338162,2
1624,1.0109780217338162,2
1632,1.0109780217338162,2
1638,1.0109780217338162,2
1646,1.0109780217338162,2
1654,1.0109780217338162,2
1416,0.6576563028685289,1
1423,0.6576563028685289,1
1431,0.6576563028685289,1
1439,0.6576563028685289,1
1447,0.6576563028685289,1
1454,0.6576563028685289,1
1462,0.6576563028685289,1
1470,0.6576563028685289,1
1478,0.6576563028685289,1
1484,0.6576563028685289,1
1492,0.6576563028685289,1
1500,0.6576563028685289,1
1508,0.6576563028685289,1
1515,0.6576563028685289,1
1523,0.6576563028685289,1
1531,0.6576563028685289,1
1539,0.6050227452159855,1
1545,0.6576563028685289,1
1553,0.6576563028685289,1
1561,0.6576563028685289,1
1569,0.6576563028685289,1
1576,0.6576563028685289,1
1584,0.6576563028685289,1
1592,0.6576563028685289,1
1600,0.6576563028685289,1
1607,0.6576563028685289,1
1615,0.6576563028685289,1
1623,0.6576563028685289,1
1631,0.6576563028685289,1
1635,0.6576563028685289,1
1643,0.6576563028685289,1
1651,0.6576563028685289,1
1659,0.6576563028685289,1
1666,0.6576563028685289,1
1674,0.6576563028685289,1
1682,0.6576563028685289,1
1690,0.6576563028685289,1
1696,0.6576563028685289,1
1704,0.5918643558028497,1
1712,0.6576563028685289,1
1720,0.6576563028685289,1
1727,0.6576563028685289,1
1735,0.6576563028685289,1
1743,0.5918643558028497,1
1751,0.6576563028685289,1
1757,0.6576563028685289,1
1765,0.6576563028685289,1
1773,0.6576563028685289,1
1781,0.6576563028685289,1
1788,0.6576563028685289,1
1796,0.6576563028685289,1
1804,0.6576563028685289,1
1812,0.6576563028685289,1
1819,0.7102898605210722,1
1827,0.7102898605210722,1
1835,0.7102898605210722,1
1843,0.7102898605210722,1
1849,0.7102898605210722,1
1857,0.7102898605210722,1
1865,0.7102898605210722,1
1873,0.7102898605210722,1
1880,0.7102898605210722,1
1888,0.7102898605210722,1
1896,0.7102898605210722,1
1904,0.7102898605210722,1
1910,0.7102898605210722,1
1941,0.7102898605210722,1
1949,0.7102898605210722,1
1957,0.7102898605210722,1
1965,0.7102898605210722,1
1972,0.7102898605210722,1
1980,0.7102898605210722,1
1988,0.7102898605210722,1
1996,0.7102898605210722,1
2000,0.7102898605210722,1
2008,0.7102898605210722,1
2016,0.7102898605210722,1
2024,0.7102898605210722,1
2031,0.7102898605210722,1
2039,0.7102898605210722,1
2047,0.7102898605210722,1
2055,0.7102898605210722,1
2069,0.7102898605210722,1
2077,0.7102898605210722,1
2085,0.7102898605210722,1
2092,0.7102898605210722,1
2100,0.7102898605210722,1
2108,0.7102898605210722,1
2116,0.7102898605210722,1
2122,0.7102898605210722,1
2130,0.7102898605210722,1
2138,0.7102898605210722,1
2146,0.7102898605210722,1
2153,0.7102898605210722,1
2161,0.7102898605210722,1
2169,0.7102898605210722,1
2177,0.7102898605210722,1
2184,0.7102898605210722,1
2192,0.7102898605210722,1
2200,0.7102898605210722,1
2208,0.7102898605210722,1
2238,0.7102898605210722,1
2245,0.7102898605210722,1
2253,0.6576563028685289,1
2261,0.6576563028685289,1
2269,0.6576563028685289,1
2275,0.6576563028685289,1
2283,0.6050227452159855,1
2291,0.6576563028685289,1
2299,0.6576563028685289,1
2306,0.6576563028685289,1
2314,0.6576563028685289,1
2322,0.6576563028685289,1
2330,0.6576563028685289,1
2337,0.6576563028685289,1
2345,0.6576563028685289,1
2353,0.6576563028685289,1
2361,0.6576563028685289,1
2365,0.6576563028685289,1
2373,0.6576563028685289,1
2381,0.6576563028685289,1
2389,0.6576563028685289,1
2396,0.5787059663897139,1
2412,0.6576563028685289,1
2420,0.6576563028685289,1
2426,0.6576563028685289,1
2434,0.6576563028685289,1
2442,0.6576563028685289,1
2450,0.6576563028685289,1
2457,0.6576563028685289,1
2465,0.6576563028685289,1
2473,0.6576563028685289,1
2481,0.6576563028685289,1
2487,0.6576563028685289,1
2495,0.6576563028685289,1
2503,0.6576563028685289,1
2511,0.7102898605210722,1
2518,0.7102898605210722,1
2526,0.7102898605210722,1
2534,0.7102898605210722,1
2542,0.7102898605210722,1
2549,0.7102898605210722,1
2557,0.6576563028685289,1
2565,0.6576563028685289,1
2573,0.6576563028685289,1
2579,0.7102898605210722,1
2587,0.7102898605210722,1
2595,0.7102898605210722,1
2603,0.7102898605210722,1
2610,0.7102898605210722,1
2618,0.7102898605210722,1
2626,0.7102898605210722,1
2634,0.7102898605210722,1
