platform,price,time,camera_id
TB,4399,2023-07-25,35
TB,4399,2023-08-01,35
TB,4399,2023-08-09,35
TB,4399,2023-08-17,35
TB,4350,2023-08-25,35
TB,4350,2023-09-01,35
TB,4350,2023-09-09,35
TB,4350,2023-09-17,35
TB,4199,2023-09-25,35
TB,4199,2023-10-01,35
TB,4199,2023-10-09,35
TB,4199,2023-10-17,35
TB,5199,2023-10-25,35
TB,5199,2023-11-01,35
TB,5199,2023-11-09,35
TB,5199,2023-11-17,35
TB,4079,2023-11-25,35
TB,4079,2023-12-01,35
TB,4079,2023-12-09,35
TB,4079,2023-12-17,35
TB,4099,2023-12-25,35
TB,4099,2024-01-01,35
TB,4099,2024-01-09,35
TB,4099,2024-01-17,35
TB,4099,2024-01-25,35
TB,4099,2024-02-01,35
TB,4099,2024-02-09,35
TB,4099,2024-02-17,35
TB,4099,2024-02-25,35
TB,4099,2024-03-01,35
TB,4099,2024-03-09,35
TB,4099,2024-03-17,35
TB,4099,2024-03-25,35
TB,4099,2024-04-01,35
TB,4099,2024-04-09,35
TB,4099,2024-04-17,35
TB,5000,2024-04-25,35
TB,5000,2024-05-01,35
TB,5000,2024-05-09,35
TB,5000,2024-05-17,35
TB,4199,2024-05-25,35
TB,4199,2024-06-01,35
TB,4199,2024-06-09,35
TB,4199,2024-06-17,35
TB,3999,2024-06-25,35
TB,3999,2024-07-01,35
TB,3999,2024-07-09,35
TB,3999,2024-07-17,35
TB,3999,2024-07-25,35
Amazon,5236,2023-05-01,35
Amazon,5236,2023-05-09,35
Amazon,5236,2023-05-17,35
Amazon,5236,2023-05-25,35
Amazon,4886,2023-06-01,35
Amazon,4886,2023-06-09,35
Amazon,4886,2023-06-17,35
Amazon,5236,2023-06-25,35
Amazon,5236,2023-07-01,35
Amazon,4536,2023-07-09,35
Amazon,5236,2023-07-17,35
Amazon,5236,2023-07-25,35
Amazon,4536,2023-08-01,35
Amazon,4536,2023-08-09,35
Amazon,4536,2023-08-17,35
Amazon,5236,2023-08-25,35
Amazon,5236,2023-09-01,35
Amazon,4536,2023-09-09,35
Amazon,4536,2023-09-17,35
Amazon,4536,2023-09-25,35
Amazon,5236,2023-10-01,35
Amazon,5236,2023-10-09,35
Amazon,5236,2023-10-17,35
Amazon,5236,2023-10-25,35
Amazon,5236,2023-11-01,35
Amazon,4536,2023-11-09,35
Amazon,4536,2023-11-17,35
Amazon,4536,2023-11-25,35
Amazon,4536,2023-12-01,35
Amazon,4536,2023-12-09,35
Amazon,4536,2023-12-17,35
Amazon,4536,2023-12-25,35
Amazon,4536,2024-01-01,35
Amazon,5236,2024-01-09,35
Amazon,5236,2024-01-17,35
Amazon,5236,2024-01-25,35
Amazon,5236,2024-02-01,35
Amazon,4536,2024-02-09,35
Amazon,4536,2024-02-17,35
Amazon,5236,2024-02-25,35
Amazon,5236,2024-03-01,35
Amazon,4536,2024-03-09,35
Amazon,4536,2024-03-17,35
Amazon,4536,2024-03-25,35
Amazon,4536,2024-04-01,35
Amazon,4536,2024-04-09,35
Amazon,4536,2024-04-17,35
Amazon,5236,2024-04-25,35
Amazon,5236,2024-05-01,35
Amazon,4536,2024-05-09,35
Amazon,4536,2024-05-17,35
Amazon,4536,2024-05-25,35
Amazon,4536,2024-06-01,35
Amazon,4536,2024-06-09,35
Amazon,5236,2024-06-17,35
Amazon,5236,2024-06-25,35
Amazon,5236,2024-07-01,35
Amazon,5236,2024-07-09,35
Amazon,4186,2024-07-17,35
Amazon,5236,2024-07-25,35
JD,44999,2023-11-07,32
JD,44979,2023-11-09,32
JD,44979,2023-11-17,32
JD,44979,2023-11-25,32
JD,44979,2023-12-01,32
JD,44979,2023-12-09,32
JD,44979,2023-12-17,32
JD,44979,2023-12-25,32
JD,44979,2024-01-01,32
JD,44979,2024-01-09,32
JD,44979,2024-01-17,32
JD,44979,2024-01-25,32
JD,44989,2024-02-01,32
JD,44989,2024-02-09,32
JD,44989,2024-02-17,32
JD,44989,2024-02-25,32
JD,44989,2024-03-01,32
JD,44989,2024-03-09,32
JD,44989,2024-03-17,32
JD,44989,2024-03-25,32
JD,44989,2024-04-01,32
JD,44989,2024-04-09,32
JD,44989,2024-04-17,32
JD,44989,2024-04-25,32
JD,44989,2024-05-01,32
JD,44989,2024-05-09,32
JD,44989,2024-05-17,32
JD,44989,2024-05-25,32
JD,44989,2024-06-01,32
JD,44989,2024-06-09,32
JD,44989,2024-06-17,32
JD,44989,2024-06-25,32
JD,44989,2024-07-01,32
JD,44989,2024-07-09,32
JD,44989,2024-07-17,32
JD,44989,2024-07-25,32
TB,44999,2023-11-09,32
TB,44999,2023-11-17,32
TB,44999,2023-11-25,32
TB,44999,2023-12-01,32
TB,44999,2023-12-09,32
TB,44999,2023-12-17,32
TB,44999,2023-12-25,32
TB,44999,2024-01-01,32
TB,44999,2024-01-09,32
TB,44999,2024-01-17,32
TB,44999,2024-01-25,32
TB,44999,2024-02-01,32
TB,44999,2024-02-09,32
TB,43999,2024-02-17,32
TB,43999,2024-02-25,32
TB,43999,2024-03-01,32
TB,43999,2024-03-09,32
TB,43999,2024-03-17,32
TB,43999,2024-03-25,32
TB,43999,2024-04-01,32
TB,43999,2024-04-09,32
TB,43999,2024-04-17,32
TB,43999,2024-04-25,32
TB,43999,2024-05-01,32
TB,43999,2024-05-09,32
TB,43999,2024-05-17,32
TB,43999,2024-05-25,32
TB,43999,2024-06-01,32
TB,43999,2024-06-09,32
TB,43999,2024-06-17,32
TB,43999,2024-06-25,32
TB,43999,2024-07-01,32
TB,43999,2024-07-09,32
TB,43999,2024-07-17,32
TB,43999,2024-07-25,32
Amazon,41999.93,2023-11-09,32
Amazon,41999.93,2023-11-17,32
Amazon,41999.93,2023-11-25,32
Amazon,41999.93,2023-12-01,32
Amazon,41999.93,2023-12-09,32
Amazon,41999.93,2023-12-17,32
Amazon,41999.93,2023-12-25,32
Amazon,41999.93,2024-01-01,32
Amazon,41999.93,2024-01-09,32
Amazon,41999.93,2024-01-17,32
Amazon,41999.93,2024-01-25,32
Amazon,41999.93,2024-02-01,32
Amazon,41999.93,2024-02-09,32
Amazon,41999.93,2024-02-17,32
Amazon,41999.93,2024-02-25,32
Amazon,41986,2024-03-01,32
Amazon,41986,2024-03-09,32
Amazon,41986,2024-03-17,32
Amazon,41986,2024-03-25,32
Amazon,41986,2024-04-01,32
Amazon,41986,2024-04-09,32
Amazon,41986,2024-04-17,32
Amazon,41986,2024-04-25,32
Amazon,41986,2024-05-01,32
Amazon,41986,2024-05-09,32
Amazon,41986,2024-05-17,32
Amazon,41986,2024-05-25,32
Amazon,41986,2024-06-01,32
Amazon,41986,2024-06-09,32
Amazon,41986,2024-06-17,32
Amazon,41986,2024-06-25,32
Amazon,41986,2024-07-01,32
Amazon,41986,2024-07-09,32
Amazon,41986,2024-07-17,32
Amazon,41986,2024-07-25,32
