,date,price
0,2,0.9842220534726785
1,3,1.1007677769903141
2,10,0.9842220534726785
3,11,1.1007677769903141
4,18,0.9842512262170003
5,19,1.1007677769903141
6,25,0.9328846153846153
7,26,1.0681928070198499
8,33,0.9842512262170003
9,34,1.1007677769903141
10,40,1.2207566462167687
11,41,0.9842220534726785
12,42,1.1007677769903141
13,43,0.9197382920110193
14,48,1.2207566462167687
15,49,0.9842220534726785
16,50,1.1007677769903141
17,51,0.9255234159779615
18,54,0.9328846153846153
19,55,1.1007677769903141
20,56,1.2207566462167687
21,57,1.0355594915607418
22,59,0.9197382920110193
23,62,0.9328846153846153
24,63,1.1007677769903141
25,64,1.1281580688887551
26,67,0.9197382920110193
27,70,0.9328846153846153
28,71,1.1607622116035414
29,72,1.0355594915607418
30,74,0.9197382920110193
31,78,0.9328846153846153
32,79,1.1607622116035414
33,80,1.0355594915607418
34,82,0.9197382920110193
35,85,0.9328846153846153
36,86,1.1007677769903141
37,87,1.2207566462167687
38,88,1.0355594915607418
39,90,0.9197382920110193
40,93,0.9328846153846153
41,94,1.0681636342755279
42,95,1.2207566462167687
43,98,0.9197382920110193
44,101,1.076820630800692
45,102,1.0681636342755279
46,104,0.9197382920110193
47,109,1.076820630800692
48,110,1.0689932271568572
49,112,0.9197382920110193
50,115,0.9328846153846153
51,116,1.1024269627529726
52,117,1.2207566462167687
53,118,1.0355594915607418
54,120,0.9197382920110193
55,123,0.9328846153846153
56,124,1.1007677769903141
57,125,1.1281580688887551
58,128,0.9197382920110193
59,131,0.9328846153846153
60,132,1.1638296962661183
61,133,1.0355594915607418
62,135,0.9197382920110193
63,139,0.9328846153846153
64,140,1.1638296962661183
65,141,1.0311835799124818
66,143,0.9197382920110193
67,146,0.9328846153846153
68,147,1.1007677769903141
69,148,1.2268916155419223
70,149,0.9582517191081474
71,151,0.9197382920110193
72,154,0.9328846153846153
73,155,1.0295097480492308
74,156,1.2268916155419223
75,159,0.9197382920110193
76,162,0.9328846153846153
77,163,1.0953037038801279
78,165,0.9197382920110193
79,166,1.2368192307692307
80,170,1.084851923076923
81,171,1.0953037038801279
82,173,0.9197382920110193
83,176,0.9328846153846153
84,177,1.1007677769903141
85,178,1.2368192307692307
86,179,1.0925716673250347
87,181,0.9197382920110193
88,184,0.9328846153846153
89,185,1.1007677769903141
90,186,1.097535474938689
91,187,1.2268916155419223
92,189,0.9197382920110193
93,192,0.9328846153846153
94,193,1.1638296962661183
95,194,1.1340014053408562
96,196,0.9197382920110193
97,200,0.9328846153846153
98,201,1.188159541100489
99,202,1.0311835799124818
100,204,0.9197382920110193
101,207,0.9328846153846153
102,208,1.1024269627529726
103,209,1.2318554231555765
104,210,1.0311835799124818
105,212,0.9197382920110193
106,215,0.9328846153846153
107,216,1.1007677769903141
108,217,1.1406541884731
109,220,0.9197382920110193
110,223,0.9328846153846153
111,224,1.1638296962661183
112,225,1.0167662441694583
113,227,0.9197382920110193
114,231,1.0040826923076922
115,232,1.1638296962661183
116,233,0.9582517191081474
117,235,0.9197382920110193
118,238,0.9328846153846153
119,239,1.0880242731105416
120,240,1.2268916155419223
121,241,0.9582517191081474
122,243,0.9197382920110193
123,245,0.9582517191081474
124,246,0.9328846153846153
125,247,1.0880242731105416
126,248,1.2268916155419223
127,251,0.9197382920110193
128,253,0.8853198583038132
129,254,1.0798881154632687
130,255,1.0880242731105416
131,257,0.7654683195592287
132,261,0.8853198583038132
133,262,1.0783523333857687
134,263,1.1007677769903141
135,265,0.7654683195592287
136,268,0.9328846153846153
137,269,1.0295097480492308
138,270,1.1510861923863458
139,271,1.0492561570196275
140,273,0.7654683195592287
141,276,0.9455681672463814
142,277,1.1007677769903141
143,278,1.115097857489055
144,281,0.7654683195592287
145,284,0.9455681672463814
146,285,1.1607622116035414
147,286,1.0622684631251982
148,288,0.7654683195592287
149,292,0.9644950809730659
150,293,1.1607622116035414
151,294,1.0492561570196275
152,296,0.7654683195592287
153,299,0.9328846153846153
154,300,0.9837078344505251
155,301,1.2207566462167687
156,302,1.0492561570196275
157,304,0.7654683195592287
158,306,0.8853198583038132
159,307,0.9328846153846153
160,308,1.0383532673557967
161,309,1.2207566462167687
162,312,0.7654683195592287
163,314,0.8853198583038132
164,315,0.9328846153846153
165,316,1.0839541120710396
166,318,0.7654683195592287
167,322,0.8853198583038132
168,323,1.0040826923076922
169,324,1.08684522635113
170,326,0.7654683195592287
171,329,0.9328846153846153
172,330,0.9379213670604033
173,331,1.075280769230769
174,332,1.135006401618198
175,334,0.7654683195592287
176,337,0.9091022368442143
177,338,0.9905228758169934
178,339,1.0622684631251982
179,340,1.2207566462167687
180,342,0.7654683195592287
181,345,1.0129870399683991
182,346,0.9905228758169934
183,347,1.0622684631251982
184,349,0.7654683195592287
185,353,1.0129870399683991
186,354,1.0329018225238813
187,355,1.0492561570196275
188,357,0.7713305785123966
189,360,0.9328846153846153
190,361,1.0321997934458584
191,362,1.075280769230769
192,363,1.0492561570196275
193,365,0.9197382920110193
194,366,0.8069740200706319
195,367,0.8853198583038132
196,368,0.9328846153846153
197,369,1.1607622116035414
198,370,1.0622684631251982
199,373,0.8633561560408256
200,375,0.9582517191081474
201,376,1.076820630800692
202,377,1.1007677769903141
203,378,1.0622684631251982
204,380,0.9197382920110193
205,381,0.8069740200706319
206,383,0.9582517191081474
207,384,1.0763073436107178
208,385,1.1007677769903141
209,386,1.0492561570196275
210,388,0.9197382920110193
211,389,0.8069740200706319
212,391,0.9455681672463814
213,392,1.114319679530566
214,394,1.0492561570196275
215,396,0.9197382920110193
216,397,0.8069740200706319
217,398,0.9582517191081474
218,399,0.9328846153846153
219,400,1.0980537989028314
220,403,0.8069740200706319
221,404,0.9197382920110193
222,406,1.089504182662458
223,407,0.9328846153846153
224,408,1.0571528497981857
225,409,0.9197382920110193
226,411,0.8069740200706319
227,414,1.053038252260291
228,415,0.9771596153846154
229,416,1.0750119670049707
230,417,0.8059449035812672
231,419,0.8699293177276236
232,420,1.1007677769903141
233,422,1.053038252260291
234,423,1.0214346153846154
